"Name","Type","Write","Description","Object Default","Version"
"Device.Ethernet.RMONStats.{i}.","object(0:)","W","Ethernet statistics based on the [RFC2819] RMON-MIB etherStatsTable, with some extensions inspired by [Section 9.3.32/G.988].
Each instance is associated with an interface capable of transporting Ethernet-encapsulated packets, and contains a set of unidirectional Ethernet statistics.
The statistics are sampled either on ingress or on egress. This is determined as follows:
If the instance is associated with an egress queue (or queues) via the Queue parameter or by setting AllQueues to true then data is sampled on egress. In this case Bytes etc measure the data that has been sent on the interface, possibly filtered by Queue or VLANID.
Otherwise data is sampled on ingress. In this case Bytes etc measure the data that has been received on the interface, possibly filtered by VLANID.
When sampling on egress, the term received means received by the queuing sub-system.
Multiple instances can be associated with a single interface: individual instances can be configured to collect data associated with the entire interface, or with a particular VLAN and/or queue.
The CPE MUST reset each instances’s Stats parameters whenever the instance is disabled and re-enabled. Whether this reset occurs when the instance becomes operationally disabled (Status = Disabled) or administratively enabled (Enable = true) is a local matter to the CPE. This is similar to the behavior of interface statistics, e.g. as specified for Device.Ethernet.Interface.{i}.Stats. Furthermore, this instance’s Stats parameters MUST be reset whenever the referenced interface’s Stats parameters are reset, or when the referenced queue or VLAN is disabled and re-enabled.
For enabled table entries, if Interface references an interface that is not capable of transporting Ethernet-encapsulated packets, or if Queue references a queue that is not instantiated on Interface, or if Queue is not a valid reference and AllQueues is false, the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
Note: The Device.Ethernet.RMONStats.{i}. table includes unique key parameters that are strong references. If a strongly referenced object is deleted, the CPE will set the referencing parameter to an empty string. However, doing so under these circumstances might cause the updated Device.Ethernet.RMONStats.{i}. row to then violate the table’s unique key constraint; if this occurs, the CPE MUST set Status to Error_Misconfigured and disable the offending Device.Ethernet.RMONStats.{i}. row.
At most one entry in this table can exist with a given value for Alias, or with the same values for all of Interface, VLANID and Queue. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.4"
"Device.Ethernet.WoL.","object","R","This object provides access to the WoL (Wake on LAN) funtionality.","-","2.13"
"Device.Ethernet.LAG.{i}.","object(0:)","W","Ethernet Link Aggregation Group (LAG) table (a stackable interface object as described in [Section 4.2/TR-181i2]). Table entries model the Link Aggregation Sub-Layer as defined in [802.3-2015] and [802.1AX-2014]. It is expected that a Device.Ethernet.LAG.{i}. interface can only be stacked above Ethernet.Interface interfaces. The CPE can reject creation of additional LAG instances if this would exceed its capabilities.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name, or with a given value for MACAddress. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose initial values for Alias, Name and MACAddress such that the new entry does not conflict with any existing entries.","-","2.12"
"Device.Ethernet.LAG.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.12"
"Device.USB.","object","R","Universal Serial Bus ([USB1.0], [USB2.0], [USB3.0]). This object contains the Interface, Port, and USBHosts objects.","-","2.0"
"Device.USB.Interface.{i}.","object(0:)","R","USB interface table (a stackable interface object as described in [Section 4.2/TR-181i2]). This table models master and slave USB physical interfaces that support carrying Ethernet frames, e.g. via the USB Communication Device Class.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.0"
"Device.USB.Interface.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.0"
"Device.USB.Port.{i}.","object(0:)","R","USB Port table. This table models master and slave USB physical ports on the device.
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.0"
"Device.USB.USBHosts.","object","R","This object models the CPE’s USB Host controllers.
See [Appendix XVII/TR-181i2] for Theory of Operation.","-","2.0"
"Device.USB.USBHosts.Host.{i}.","object(0:)","R","Table of CPE USB Host controllers.
At most one entry in this table can exist with a given value for Name, or with a given value for Alias.","-","2.0"
"Device.USB.USBHosts.Host.{i}.Device.{i}.","object(0:)","R","Table of connected USB devices.
At most one entry in this table can exist with a given value for DeviceNumber.","-","2.0"
"Device.USB.USBHosts.Host.{i}.Device.{i}.Configuration.{i}.","object(0:)","R","Table of device configurations.
At most one entry in this table can exist with a given value for ConfigurationNumber.","-","2.0"
"Device.USB.USBHosts.Host.{i}.Device.{i}.Configuration.{i}.Interface.{i}.","object(0:)","R","Table of device interface descriptors.
At most one entry in this table can exist with a given value for InterfaceNumber.","-","2.0"
"Device.HPNA.","object","R","HPNA object that contains the Interface and Diagnostics objects. The HPNA (also known as HomePNA) industry standard [G.9954] defines peer to peer communication for home networking over existing coax cables and telephone wiring within the home.","-","2.0"
"Device.HPNA.Interface.{i}.","object(0:)","R","HPNA interface table (a stackable interface object as described in [Section 4.2/TR-181i2]). Each table entry models the PHY and MAC levels of an HPNA interface [G.9954].
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.0"
"Device.HPNA.Interface.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.0"
"Device.HPNA.Interface.{i}.QoS.","object","R","QoS configuration object.","-","2.0"
"Device.HPNA.Interface.{i}.QoS.FlowSpec.{i}.","object(0:)","W","Flow specification table.
The QoS.Classification table is used to classify ingress traffic, where QoS.Classification.{i}.TrafficClass is one of the classification result outputs. This TrafficClass value can be used to look up the appropriate Device.HPNA.Interface.{i}.QoS.FlowSpec.{i}. entry (i.e. the Device.HPNA.Interface.{i}.QoS.FlowSpec.{i}. entry whose TrafficClasses list contains a matching traffic class).
For enabled table entries, if TrafficClasses is an empty string then the table entry is inoperable and the CPE MUST set Status to Error_Misconfigured.
At most one entry in this table can exist with a given value for Alias. On creation of a new table entry, the Agent MUST (if not supplied by the Controller on creation) choose an initial value for Alias such that the new entry does not conflict with any existing entries.","-","2.0"
"Device.HPNA.Interface.{i}.AssociatedDevice.{i}.","object(0:)","R","This table provides information about other HPNA devices that are directly accessible via this HPNA interface.
At most one entry in this table can exist with a given value for MACAddress.","-","2.0"
"Device.HPNA.Diagnostics.","object","R","The HPNA Diagnostics object.","-","2.0"
"Device.MoCA.","object","R","MoCA object that contains the Interface table [MoCAv1.0] [MoCAv1.1].","-","2.0"
"Device.MoCA.Interface.{i}.","object(0:)","R","MoCA interface table (a stackable interface object as described in [Section 4.2/TR-181i2]). Each table entry models the PHY and MAC levels of a MoCA interface [MoCAv1.0] [MoCAv1.1].
At most one entry in this table can exist with a given value for Alias, or with a given value for Name.","-","2.0"
"Device.MoCA.Interface.{i}.Stats.","object","R","Throughput statistics for this interface.
The CPE MUST reset the interface’s Stats parameters (unless otherwise stated in individual object or parameter descriptions) either when the interface becomes operationally down due to a previous administrative down (i.e. the interface’s Status parameter transitions to a down state after the interface is disabled) or when the interface becomes administratively up (i.e. the interface’s Enable parameter transitions from false to true). Administrative and operational interface status is discussed in [Section 4.2.2/TR-181i2].","-","2.0"
